item_id,sentiment_analysis,release_date
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,0,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,0,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,1,2009-05-14
1250,2,2009-05-14
1250,2,2009-05-14
22200,2,2009-04-21
22200,2,2009-04-21
22200,2,2009-04-21
22200,2,2009-04-21
22200,0,2009-04-21
22200,2,2009-04-21
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,0,2013-01-16
227300,1,2013-01-16
227300,1,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,0,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,1,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,0,2013-01-16
227300,1,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,1,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,1,2013-01-16
227300,0,2013-01-16
227300,0,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
227300,2,2013-01-16
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,0,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,0,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,0,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,1,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,0,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
239030,2,2013-08-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,1,2013-11-08
248820,1,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,2,2013-11-08
248820,0,2013-11-08
248820,1,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,1,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
248820,2,2013-11-08
370360,2,2015-07-20
237930,2,2014-05-20
237930,0,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,1,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,0,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,1,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,1,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,1,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,0,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,1,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
237930,2,2014-05-20
263360,1,2014-01-10
263360,2,2014-01-10
263360,1,2014-01-10
263360,2,2014-01-10
107200,2,2011-08-15
107200,2,2011-08-15
107200,2,2011-08-15
107200,1,2011-08-15
107200,2,2011-08-15
107200,2,2011-08-15
224500,2,2016-02-23
224500,2,2016-02-23
224500,1,2016-02-23
224500,2,2016-02-23
224500,2,2016-02-23
224500,0,2016-02-23
224500,2,2016-02-23
224500,2,2016-02-23
250320,2,2013-10-11
250320,1,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,0,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,0,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,0,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,0,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
250320,1,2013-10-11
250320,2,2013-10-11
250320,2,2013-10-11
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,1,2011-05-17
20920,1,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,1,2011-05-17
20920,0,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,1,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,1,2011-05-17
20920,2,2011-05-17
20920,1,2011-05-17
20920,2,2011-05-17
20920,2,2011-05-17
20920,0,2011-05-17
20920,1,2011-05-17
204100,2,2012-05-31
204100,0,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,0,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,0,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,0,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,0,2012-05-31
204100,2,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
204100,1,2012-05-31
204100,2,2012-05-31
224600,2,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,0,2014-06-04
224600,0,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,0,2014-06-04
224600,1,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,0,2014-06-04
224600,0,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
224600,1,2014-06-04
224600,1,2014-06-04
224600,2,2014-06-04
224600,2,2014-06-04
207610,0,2012-04-24
207610,1,2012-04-24
207610,0,2012-04-24
207610,1,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,1,2012-04-24
207610,0,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,1,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,0,2012-04-24
207610,0,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
207610,2,2012-04-24
108710,2,2012-02-16
108710,0,2012-02-16
108710,1,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,1,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,0,2012-02-16
108710,2,2012-02-16
108710,1,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,2,2012-02-16
108710,0,2012-02-16
108710,2,2012-02-16
108710,0,2012-02-16
211420,1,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,1,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,1,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,1,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,1,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,1,2012-08-23
211420,1,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,1,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,1,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,0,2012-08-23
211420,1,2012-08-23
211420,0,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
211420,2,2012-08-23
